product,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,material_cost_inr,category_Construction,category_Cosmetics,category_Electronics,category_Food Packaging,category_Furniture,category_Healthcare,category_Home Appliances,category_Textiles,category_Toys,material_type_Bamboo Fiber,material_type_Bioplastic,material_type_Cornstarch Polymer,material_type_Molded Pulp,material_type_PLA Plastic,material_type_Palm Leaf,material_type_Paperboard,material_type_Recycled Plastic,material_type_Seaweed Packaging,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
Toaster Box,0.5,0.8953061224489794,0.7666666666666667,0.5285714285714285,0.2714285714285714,0.755,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.36142857142857154,1.0084033613445378,0.7156842737094837
Fan Packaging,1.0,0.6840816326530612,0.3833333333333334,0.2571428571428571,0.45714285714285713,0.8613461538461539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2847619047619048,1.6722893085726895,0.8208160442724871
Snack Pack,0.5,0.40367346938775506,0.8166666666666668,0.5714285714285714,0.5428571428571429,0.4901923076923077,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3500000000000001,2.0849123963310814,0.8865757597156508
Accessory Kit,1.0,0.061224489795918366,0.050000000000000044,0.8571428571428572,0.18571428571428567,0.20269230769230767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007142857142857146,5.574786876776027,1.6936605528287265
Takeaway Container,0.5,0.5808163265306122,0.5166666666666667,0.8857142857142857,0.08571428571428569,0.4113461538461539,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05904761904761907,1.3901023668253238,0.6148946556258285
Doll Packaging,0.5,0.8816326530612244,0.5333333333333333,0.9000000000000001,0.24285714285714283,0.5788461538461539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.05333333333333326,1.2615470747410655,0.6642872516740203
Educational Toy Box,0.0,0.08142857142857143,0.9166666666666666,0.08571428571428572,0.8428571428571427,0.5513461538461539,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.838095238095238,1.5014926834042965,0.8101144716879556
Takeaway Container,0.5,0.03734693877551021,0.5499999999999999,0.2,0.6857142857142857,0.44153846153846155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43999999999999995,2.62594305183743,0.974986997183882
Cement Bag,0.0,0.9397959183673468,0.4666666666666667,0.8142857142857143,0.04285714285714287,0.07923076923076922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08666666666666667,0.4802955665024633,0.4606941121276097
Lipstick Case,1.0,0.6659183673469388,0.65,0.47142857142857136,0.42857142857142855,0.09673076923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.34357142857142864,13.384813384813386,4.352648097076668
Tablet Blister,0.5,0.3438775510204081,0.85,0.18571428571428572,0.5571428571428572,0.3521153846153846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6921428571428572,2.919353615051969,1.255826492678856
Medical Device Box,0.0,0.6808163265306122,0.033333333333333326,0.6714285714285715,0.24285714285714283,0.4292307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.010952380952380948,0.5529146860145107,0.37450025614448923
Board Game Pack,0.5,0.4981632653061224,0.45000000000000007,0.3714285714285714,0.8999999999999999,0.35576923076923084,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2828571428571429,3.8275499474237633,1.4108568209618229
Battery Pack,0.0,0.6748979591836733,0.45000000000000007,0.5857142857142856,0.6857142857142857,0.6480769230769232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1864285714285715,1.0419971612256824,0.5896399646942353
Chair Packaging,1.0,0.2220408163265306,0.9333333333333335,0.7857142857142856,0.38571428571428573,0.16692307692307695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000000000015,7.832298136645961,2.4963016858917477
Syringe Pack,0.5,0.8314285714285714,0.33333333333333337,0.3714285714285714,0.4428571428571429,0.47442307692307695,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.20952380952380956,1.946350592638802,0.9171432730297359
Snack Pack,1.0,0.9369387755102039,0.8333333333333334,0.2142857142857143,0.35714285714285715,0.1775,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6547619047619048,7.238095238095238,2.714414965986394
Garment Cover,1.0,0.7489795918367347,0.35,0.01428571428571429,1.0,0.36096153846153844,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.345,5.391394504924832,1.9801122290284696
Sofa Protection Pack,0.5,0.6967346938775509,0.8333333333333334,0.5714285714285714,0.49999999999999994,0.22942307692307695,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3571428571428572,4.1767068273092365,1.604889599213179
Car Spare Part Box,0.5,0.34428571428571425,0.09999999999999998,0.5571428571428572,0.0,0.24326923076923074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.044285714285714275,1.974183750949127,0.713255125284738
Saree Box,0.5,0.26632653061224487,0.13333333333333341,0.14285714285714285,0.5285714285714285,0.3686538461538462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11428571428571437,2.7163897554959,0.9405291715467292
Wood Panel Wrap,0.0,0.06326530612244897,0.2833333333333333,0.7857142857142856,0.17142857142857143,0.1726923076923077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06071428571428575,0.938345864661654,0.3247690655209452
Educational Toy Box,1.0,0.34346938775510194,0.050000000000000044,0.8714285714285714,0.5714285714285714,0.5146153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.006428571428571434,2.9953917050691246,1.0042297564186964
Doll Packaging,1.0,0.23857142857142857,0.45000000000000007,0.14285714285714285,0.9571428571428571,0.1044230769230769,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.3857142857142858,17.10444177671069,5.357189675870349
Towel Pack,0.5,0.4506122448979591,0.65,0.08571428571428572,0.6285714285714286,0.0928846153846154,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5942857142857143,10.969292389853136,3.663685676139614
Chair Packaging,1.0,0.5740816326530611,0.6,0.6428571428571428,0.5142857142857142,0.14769230769230768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21428571428571433,9.602787456445993,3.138775012444002
Smartphone Box,0.0,0.1820408163265306,0.18333333333333335,0.39999999999999997,0.6285714285714286,0.07346153846153847,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.11000000000000003,7.5312705727452265,2.357993416721527
Garment Cover,0.5,0.974081632653061,0.5333333333333333,0.7142857142857142,0.21428571428571425,0.6175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.15238095238095242,1.1383039271485484,0.6946680488928638
Wood Panel Wrap,0.0,0.6765306122448979,0.30000000000000004,0.07142857142857142,0.5999999999999999,0.7967307692307692,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.27857142857142864,0.7437425506555422,0.5375105202987035
Lipstick Case,0.5,0.6287755102040815,0.6,0.3142857142857143,0.5857142857142856,0.28134615384615386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4114285714285714,3.726544082979726,1.4711673065265707
Bakery Box,0.0,0.1863265306122449,0.30000000000000004,0.3142857142857143,0.6142857142857143,0.2501923076923077,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.20571428571428574,2.360891141378946,0.8464510158830715
Toy Car Box,0.5,0.8348979591836733,0.1166666666666667,0.9000000000000001,0.4142857142857143,0.1725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.011666666666666653,5.009784735812134,1.7580714751654085
Paint Can,1.0,0.19857142857142857,0.0,0.8285714285714285,0.5571428571428572,0.4836538461538461,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3.1543213311814795,1.0058678279258724
Engine Oil Container,0.0,0.3561224489795918,0.8666666666666666,0.47142857142857136,0.7142857142857142,0.026730769230769252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45809523809523817,19.446522064323098,6.124031449228902
Power Bank Pack,0.0,0.44551020408163255,0.8833333333333334,0.9571428571428571,0.17142857142857143,0.3019230769230769,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03785714285714292,0.5495860489695262,0.3136717330582048
Bakery Box,1.0,0.8953061224489794,0.3833333333333334,0.08571428571428572,0.04285714285714287,0.41519230769230775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.35047619047619055,2.4526717064030494,1.144583824846085
Tyre Wrap,0.0,0.48122448979591825,0.15000000000000002,0.7285714285714286,0.8428571428571427,0.39865384615384614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04071428571428571,2.062521008403361,0.779409363745498
Snack Pack,0.0,0.5589795918367346,0.1166666666666667,0.8857142857142857,0.5714285714285714,0.06326923076923074,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.013333333333333341,7.799025121859771,2.512734747442285
Garment Cover,1.0,0.823265306122449,0.9666666666666667,0.9571428571428571,0.35714285714285715,0.7392307692307692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.041428571428571495,1.8113816368436493,0.8069655114612581
Shampoo Bottle,0.5,0.48632653061224485,0.1166666666666667,0.08571428571428572,0.5857142857142856,0.2709615384615385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10666666666666669,3.864280825266451,1.3478488734302754
Wood Panel Wrap,1.0,0.5285714285714285,0.65,0.08571428571428572,0.3,0.5665384615384615,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5942857142857143,2.254836557705137,1.0727366815972552
Syringe Pack,0.0,0.9706122448979592,0.3666666666666666,0.9571428571428571,0.1571428571428572,0.25538461538461543,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.015714285714285736,0.5921325051759835,0.47510913930789705
Tyre Wrap,0.5,0.6630612244897959,0.033333333333333326,0.2571428571428571,0.04285714285714287,0.13211538461538463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.024761904761904756,3.819833752174753,1.3547732549041265
Mixer Grinder Box,1.0,0.6559183673469388,0.6166666666666666,0.1,0.08571428571428569,0.490576923076923,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5549999999999999,2.1689259645464025,1.0694532995680024
Sofa Protection Pack,0.0,0.5710204081632653,0.6166666666666666,0.8571428571428572,0.14285714285714285,0.3503846153846154,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08809523809523805,0.39640189053209324,0.32546478484670277
Fan Packaging,1.0,0.11346938775510201,0.9333333333333335,0.9142857142857144,0.3,0.43480769230769234,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.07999999999999993,2.922611327280588,0.9428242145107067
Smartphone Box,0.5,0.6967346938775509,0.8333333333333334,0.5714285714285714,0.49999999999999994,0.4346153846153846,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3571428571428572,2.2491349480968856,1.0266180354494738
Tyre Wrap,0.5,0.5148979591836734,0.033333333333333326,0.6428571428571428,0.4714285714285715,0.6403846153846153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904761904761904,1.4936216946861538,0.6073178009228529
Smartphone Box,1.0,0.8677551020408163,0.0,0.6000000000000001,0.6285714285714286,0.44846153846153847,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3.552253116011505,1.3260024654156963
Shirt Packaging,1.0,0.18979591836734694,0.7166666666666667,0.7714285714285714,0.11428571428571427,0.22153846153846152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.16380952380952388,4.812529663028002,1.566221483942414
Tyre Wrap,0.5,0.7248979591836735,0.1166666666666667,0.2857142857142857,0.6428571428571428,0.13903846153846156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08333333333333336,7.668202764976956,2.551263550581522
Beverage Bottle,0.0,0.49183673469387756,0.6166666666666666,0.9142857142857144,0.35714285714285715,0.6655769230769231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0528571428571428,0.5286486926111179,0.3272884853343557
Iron Box,1.0,0.3477551020408163,0.33333333333333337,0.34285714285714286,0.12857142857142861,0.7609615384615385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21904761904761907,1.4638491964508427,0.6311003371665452
Hardware Tool Pack,0.0,0.1704081632653061,0.4833333333333333,0.02857142857142858,0.5857142857142856,0.4271153846153847,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.46952380952380945,1.33995349129533,0.6409180201777146
Sofa Protection Pack,0.0,0.9206122448979591,0.9666666666666667,0.39999999999999997,0.04285714285714287,0.2636538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5800000000000001,0.156610782049995,0.5551669080843862
Power Bank Pack,0.0,0.13489795918367348,0.5833333333333334,0.0,0.2714285714285714,0.6575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5833333333333334,0.4066345639379347,0.39579309026981585
Doll Packaging,0.5,0.6355102040816326,0.6666666666666666,0.2,0.8999999999999999,0.09480769230769232,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5333333333333333,13.357798165137613,4.411325844099106
Tile Box,0.0,0.10489795918367345,0.4833333333333333,0.9428571428571428,0.5714285714285714,0.195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027619047619047626,2.787456445993031,0.8787539406006304
Mixer Grinder Box,0.0,0.13653061224489796,0.8666666666666666,0.0,0.4857142857142857,0.2584615384615385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8666666666666666,1.8092509209987715,0.9304011266397675
Tablet Blister,1.0,0.7718367346938775,0.8166666666666668,0.42857142857142855,0.2,0.10730769230769233,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4666666666666667,10.22950819672131,3.487070146091223
Smartphone Box,0.0,0.21285714285714283,0.5000000000000001,0.657142857142857,0.04285714285714287,0.7928846153846154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1714285714285715,0.05337895637296836,0.14844225834046196
Hardware Tool Pack,0.0,0.33979591836734685,0.9333333333333335,0.9857142857142858,0.7999999999999998,0.4903846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333333333287,1.5987701767870863,0.5869031618796632
Shampoo Bottle,1.0,0.18346938775510202,0.033333333333333326,0.18571428571428572,0.31428571428571433,0.18230769230769234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027142857142857135,6.834285714285713,2.1161836734693873
Headphones Pack,0.0,0.16244897959183674,0.4666666666666667,0.45714285714285713,0.3714285714285714,0.2617307692307692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25333333333333335,1.3668992012941057,0.560137787599116
Takeaway Container,0.5,0.7659183673469387,0.8166666666666668,0.9285714285714286,0.7428571428571429,0.3032692307692308,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05833333333333331,3.9673770060510387,1.4433219453527264
Fabric Roll Wrap,1.0,0.7153061224489794,0.2333333333333334,0.02857142857142858,0.4428571428571429,0.4521153846153847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2266666666666667,3.1222876166696385,1.2419447884022519
Snack Pack,1.0,0.953877551020408,0.43333333333333346,0.07142857142857142,0.28571428571428575,0.15499999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4023809523809525,7.792207792207794,2.7847779839208417
Paint Can,0.5,0.20489795918367343,0.31666666666666665,0.2857142857142857,0.32857142857142857,0.1646153846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2261904761904762,4.745122718691,1.5754823938385925
Takeaway Container,1.0,0.3255102040816326,0.5666666666666668,0.15714285714285714,0.4142857142857143,0.1051923076923077,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4776190476190477,12.277605533031243,3.9719823401814818
Makeup Kit,0.0,0.0653061224489796,0.5666666666666668,0.2142857142857143,0.0,0.4915384615384616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4452380952380953,0.0,0.19768707482993203
Lipstick Case,0.0,0.6130612244897958,0.16666666666666674,0.02857142857142858,0.7,0.0675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16190476190476197,9.032258064516128,2.958357691463682
Shampoo Bottle,0.5,0.9775510204081631,0.08333333333333337,0.15714285714285714,0.18571428571428567,0.611923076923077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07023809523809527,1.1025708984892657,0.6521318137644667
Hardware Tool Pack,0.5,0.5771428571428571,0.06666666666666665,0.24285714285714283,0.7428571428571429,0.2917307692307693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050476190476190466,4.11909314394974,1.4290612765182549
First Aid Kit,0.5,0.38306122448979585,0.5166666666666667,0.12857142857142856,0.7999999999999998,0.1430769230769231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.45023809523809527,8.492462311557786,2.8427522989095126
Car Spare Part Box,0.0,0.6748979591836733,0.45000000000000007,0.5857142857142856,0.6857142857142857,0.7623076923076924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1864285714285715,0.8878770631758679,0.543403935279291
Syringe Pack,1.0,0.14857142857142855,1.0,0.02857142857142858,0.7428571428571429,0.3065384615384616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9714285714285714,5.505988543655614,2.0849394202395413
Accessory Kit,0.5,0.8444897959183673,0.7666666666666667,0.9285714285714286,0.7,0.5559615384615384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05476190476190474,2.120285423037717,0.911337327591587
Medicine Bottle,0.5,0.4355102040816326,0.7666666666666667,0.3,0.8428571428571427,0.3213461538461539,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5366666666666666,4.0527319459414635,1.5611393116735954
Iron Box,0.5,0.6608163265306122,0.8666666666666666,0.057142857142857134,0.6714285714285713,0.31365384615384617,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.8171428571428571,3.619387148798913,1.6109181854560006
Board Game Pack,0.0,0.5614285714285714,0.7166666666666667,0.9571428571428571,0.6142857142857143,0.3325,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.030714285714285763,1.7935349322210636,0.7187747653806048
Saree Box,1.0,0.796938775510204,0.7999999999999999,0.9428571428571428,0.5428571428571429,0.7971153846153847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.04571428571428573,1.9115694884100887,0.830838193461802
Fan Packaging,0.0,0.8463265306122448,0.65,0.24285714285714283,0.6285714285714286,0.7544230769230769,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.49214285714285716,0.822282120395328,0.6974397381594146
Medicine Bottle,1.0,0.8138775510204082,0.8166666666666668,0.11428571428571427,0.5857142857142856,0.4128846153846154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7233333333333334,3.7497563827713893,1.6584235134708725
Hardware Tool Pack,0.5,0.5785714285714285,0.8333333333333334,0.8285714285714285,0.9857142857142855,0.4078846153846154,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1428571428571429,3.5553218065873375,1.2973108276904868
Toy Car Box,1.0,0.006734693877551021,0.5499999999999999,0.39999999999999997,0.7428571428571429,0.5788461538461539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33,2.9597835215078843,1.0219554646156306
Wood Panel Wrap,0.5,0.5116326530612244,0.5666666666666668,0.12857142857142856,0.8142857142857143,0.16153846153846152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4938095238095239,7.661755285073671,2.649540190964278
Battery Pack,1.0,0.9530612244897959,0.0,0.35714285714285715,0.05714285714285716,0.38442307692307687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,2.680225673887303,1.0899860695131296
Educational Toy Box,0.5,0.13999999999999999,0.5833333333333334,0.24285714285714283,0.0,0.2678846153846154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4416666666666667,1.7993079584775085,0.7584590542099192
Garment Cover,1.0,0.7593877551020407,0.45000000000000007,0.32857142857142857,0.5857142857142856,0.20153846153846156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.3021428571428572,7.496103896103895,2.5975046382189233
Power Bank Pack,0.0,0.19489795918367347,0.5833333333333334,0.2285714285714286,0.31428571428571433,0.1275,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.45,2.285714285714286,0.9241836734693879
Smartphone Box,0.5,0.24775510204081633,0.31666666666666665,0.5857142857142856,0.9142857142857141,0.1423076923076923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.13119047619047622,9.285714285714285,2.9125170068027204
Sofa Protection Pack,0.0,0.3683673469387755,0.7333333333333333,0.32857142857142857,0.9857142857142855,0.03134615384615386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.49238095238095236,23.840531561461784,7.4596220534725495
Saree Box,1.0,0.5112244897959183,0.41666666666666663,0.12857142857142856,0.11428571428571427,0.07038461538461538,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.3630952380952381,13.861927546138075,4.457183706018293
Shampoo Bottle,0.0,0.3340816326530612,0.3666666666666666,0.9285714285714286,0.14285714285714285,0.6678846153846154,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.026190476190476174,0.21073961499493413,0.17392256477058904
Power Bank Pack,1.0,0.7579591836734693,0.65,0.8714285714285714,0.3428571428571428,0.6813461538461538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08357142857142856,1.9423802900854361,0.843530413556243
Tyre Wrap,0.0,0.22591836734693876,0.7000000000000001,0.8142857142857143,0.42857142857142855,0.6373076923076924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.6620830150241914,0.31840041471133906
Fabric Roll Wrap,1.0,0.5661224489795917,0.16666666666666674,0.2857142857142857,0.7999999999999998,0.49769230769230777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1190476190476191,3.5454545454545445,1.2810921459492886
Educational Toy Box,0.0,0.703673469387755,0.08333333333333337,0.34285714285714286,0.38571428571428573,0.38269230769230766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.05476190476190479,0.9822303064222752,0.527675894647771
Fabric Roll Wrap,0.5,0.3804081632653061,0.43333333333333346,0.38571428571428573,0.14285714285714285,0.01692307692307693,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.2661904761904763,23.877551020408152,7.383863945578228
Toy Car Box,0.5,0.510204081632653,0.0,0.39999999999999997,0.9428571428571428,0.5401923076923077,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,2.6224596794327653,0.9397991283196254
Bakery Box,1.0,0.2875510204081632,0.8166666666666668,0.9428571428571428,0.11428571428571427,0.31961538461538463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04666666666666669,3.3805634272378726,1.1191010009604774
Tablet Blister,0.0,0.13551020408163264,0.5166666666666667,0.6428571428571428,0.8428571428571427,0.1496153846153846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.18452380952380956,5.280550774526678,1.6986278173920168
Tile Box,0.0,0.6842857142857143,0.6833333333333335,0.17142857142857143,0.42857142857142855,0.5123076923076924,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5661904761904762,0.8205343993267409,0.677922224559927
Cement Bag,0.0,0.7718367346938775,0.33333333333333337,0.6142857142857143,0.5571428571428572,0.5153846153846153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1285714285714286,1.060447605103535,0.6011138733677952
Saree Box,0.5,0.23326530612244897,0.21666666666666667,0.3714285714285714,0.02857142857142858,0.4128846153846154,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.1361904761904762,1.2499187942571297,0.4994314205900641
Takeaway Container,1.0,0.41102040816326524,0.25,0.12857142857142856,0.35714285714285715,0.09673076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.21785714285714286,12.715572715572717,4.0251207942636515
Snack Pack,1.0,0.02387755102040816,0.43333333333333346,0.39999999999999997,0.6428571428571428,0.23711538461538462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2600000000000001,6.648137854363535,2.105604621615183
Perfume Box,1.0,0.2875510204081632,0.8166666666666668,0.9428571428571428,0.11428571428571427,0.19365384615384618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04666666666666669,5.4714690408741395,1.7463726850513575
Syringe Pack,1.0,0.2630612244897959,0.6,0.9857142857142858,0.4714285714285715,0.5657692307692308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.00857142857142854,2.5555873652066037,0.8490231483374914
Board Game Pack,0.0,0.3693877551020408,0.033333333333333326,0.17142857142857143,0.7142857142857142,0.26519230769230767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.027619047619047613,2.5955875012478784,0.9005401959525948
Power Bank Pack,1.0,0.9671428571428571,0.2833333333333333,0.12857142857142856,0.5714285714285714,0.22826923076923078,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2469047619047619,6.595180445059379,2.3674588954225753
Board Game Pack,1.0,0.3742857142857142,0.18333333333333335,0.49999999999999994,0.17142857142857143,0.5900000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.09166666666666667,1.952380952380952,0.7346666666666666
Medicine Bottle,0.5,0.463673469387755,0.35,0.6428571428571428,0.9428571428571428,0.17980769230769234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12500000000000003,7.601678969460123,2.469605731654363
Cement Bag,1.0,0.2585714285714285,0.0,0.32857142857142857,0.7,0.5998076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2.7877641122674235,0.9139006622516556
Accessory Kit,0.5,0.6473469387755101,0.35,0.18571428571428572,0.24285714285714283,0.4753846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,1.5304505320353181,0.7673392412432484
Educational Toy Box,0.0,0.5853061224489795,0.18333333333333335,0.3142857142857143,0.28571428571428575,0.23403846153846158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.12571428571428572,1.170775638860745,0.5771102426786316
Mixer Grinder Box,1.0,0.6779591836734693,0.33333333333333337,0.9142857142857144,0.45714285714285713,0.761346153846154,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.028571428571428546,1.889090714819959,0.7815435409765998
